"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies","Appliances","230","54","23.36","28"
"BIC Liqua Brite Liner","Office Supplies","Art","174","54","30.88","27"
"Jiffy Peel and Seal  with clear poly window","Office Supplies","Envelopes","1169","53","4.53","71"
"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology","Accessories","195","53","27.38","20"
"Sony 32GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","251","53","21.00","12"
"Fellowes Personal Hanging Folder Files  Navy","Office Supplies","Storage","285","53","18.49","24"
"Xerox 2","Office Supplies","Paper","137","53","38.68","25"
"Self-Adhesive Removable Labels","Office Supplies","Labels","110","53","48.00","35"
"Eldon Stackable Tray  Side-Load  Legal  Smoke","Furniture","Furnishings","155","53","34.00","17"
"Eureka Sanitaire  Commercial Upright","Office Supplies","Appliances","1525","53","3.48","12"
"Xerox 204","Office Supplies","Paper","110","53","48.00","17"
"Adjustable Personal File Tote","Office Supplies","Storage","270","53","19.76","18"
"Advantus Rubber Bands  12 Pack","Office Supplies","Fasteners","767","53","6.92","58"
"Harbour Creations Round Labels  Adjustable","Office Supplies","Labels","190","53","27.66","47"
"Cherry 142-key Programmable Keyboard","Technology","Accessories","480","53","11.00","4"
"Elite Shears  Steel","Office Supplies","Supplies","1875","52","2.76","55"
"DAX Value U-Channel Document Frames  Easel Back","Furniture","Furnishings","176","52","29.83","36"
"Enermax Memo Slips  Premium","Office Supplies","Paper","930","52","5.59","74"
"StarTech Receipt Printer  Durable","Technology","Machines","1959","52","2.67","23"
"GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11","Office Supplies","Binders","310","52","16.91","31"
"PowerGen Dual USB Car Charger","Technology","Phones","128","52","40.94","14"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","Office Supplies","Storage","218","52","23.82","14"
"DAX Cubicle Frames  8-1/2 x 11","Furniture","Furnishings","146","52","36.00","17"
"Logitech M510 Wireless Mouse","Technology","Accessories","240","52","21.83","7"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","Office Supplies","Envelopes","125","52","41.84","13"
"SanDisk Computer Printout Paper  Premium","Office Supplies","Paper","801","52","6.46","33"
"Kraft Peel and Seal  Recycled","Office Supplies","Envelopes","933","52","5.57","56"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies","Paper","139","52","37.50","30"
"Avery 516","Office Supplies","Labels","110","52","47.00","15"
"#10 Self-Seal White Envelopes","Office Supplies","Envelopes","109","52","47.96","10"
"Avery 519","Office Supplies","Labels","121","52","42.53","18"
"Message Book  Phone  Wirebound Standard Line Memo  2 3/4 X 5","Office Supplies","Paper","119","52","43.63","19"
"Hanging Personal Folder File","Office Supplies","Storage","251","51","20.31","17"
"Xerox 213","Office Supplies","Paper","111","51","45.58","18"
"File Shuttle I and Handi-File","Office Supplies","Storage","263","51","19.58","13"
"Fellowes Smart Surge Ten-Outlet Protector  Platinum","Office Supplies","Appliances","181","51","28.00","3"
"Rogers Folders  Single Width","Office Supplies","Storage","1711","51","3.00","67"
"Tenex V2T-RE Standard Weight Series Chair Mat  45 x 53  Lip 25 x 12","Furniture","Furnishings","468","51","10.91","7"
"Novimex File Folder Labels  5000 Label Set","Office Supplies","Labels","373","51","13.64","61"
"Avery Round Labels  Laser Printer Compatible","Office Supplies","Labels","326","51","15.58","62"
"Stur-D-Stor Shelving  Vertical 5-Shelf: 72H x 36W x 18 1/2D","Office Supplies","Storage","2553","51","2.00","23"
"Wilson Jones Hole Reinforcements  Durable","Office Supplies","Binders","586","51","8.68","117"
"ACCOHIDE 3-Ring Binder  Blue  1","Office Supplies","Binders","147","51","34.49","44"
"Storex Dura Pro Binders","Office Supplies","Binders","279","51","18.14","71"
"Wilson Jones Index Tab  Clear","Office Supplies","Binders","834","51","6.14","166"
"Novimex Round Labels  Alphabetical","Office Supplies","Labels","251","51","20.43","63"
"Sanford Prismacolor Professional Thick Lead Art Pencils  36-Color Set","Office Supplies","Art","210","50","23.75","7"
"Eldon Executive Woodline II Desk Accessories  Mahogany","Furniture","Furnishings","362","50","13.82","17"
"JM Magazine Binder","Office Supplies","Binders","205","50","24.52","18"
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear","Office Supplies","Binders","192","50","26.16","47"
"Acme Galleria Hot Forged Steel Scissors with Colored Handles","Office Supplies","Supplies","195","50","25.56","13"
"Hewlett-Packard Deskjet 5550 Printer","Technology","Machines","597","50","8.33","3"
"Logitech Media Keyboard K200","Technology","Accessories","504","50","10.00","16"
"Accos Push Pins  12 Pack","Office Supplies","Fasteners","373","50","13.47","41"
"Fellowes Desktop Hanging File Manager","Office Supplies","Storage","201","50","25.00","15"
"Apple EarPods with Remote and Mic","Technology","Phones","252","50","20.00","10"
"Array Parchment Paper  Assorted Colors","Office Supplies","Paper","106","50","46.58","15"
"Berol Giant Pencil Sharpener","Office Supplies","Art","255","50","19.53","17"
"GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies","Binders","780","50","6.34","67"
"Novimex Color Coded Labels  Alphabetical","Office Supplies","Labels","628","50","8.03","65"
"AT&T CL2909","Technology","Phones","756","50","6.67","8"
"HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies","Paper","106","50","47.34","19"
"Ames Peel and Seal  Security-Tint","Office Supplies","Envelopes","955","50","5.26","63"
"Global Highback Leather Tilter in Burgundy","Furniture","Chairs","2648","49","1.86","34"
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day  Extended Life Filter","Office Supplies","Appliances","147","49","33.11","9"
"Avery 518","Office Supplies","Labels","106","49","46.15","35"
"Ames Mailers  Recycled","Office Supplies","Envelopes","1926","49","2.52","80"
"Wirebound Message Books  Two 4 1/4 x 5 Forms per Page","Office Supplies","Paper","110","49","44.79","15"
"Ink Jet Note and Greeting Cards  8-1/2 x 5-1/2 Card Size","Office Supplies","Paper","121","49","40.00","6"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","Furniture","Furnishings","169","49","28.93","23"
"Fellowes Recycled Storage Drawers","Office Supplies","Storage","1288","49","3.79","12"
"Stanley Markers  Blue","Office Supplies","Art","1486","49","3.31","85"
"Sanford Liquid Accent Highlighters","Office Supplies","Art","150","49","32.50","24"
"Novimex Legal Exhibit Labels  Laser Printer Compatible","Office Supplies","Labels","591","49","8.33","76"
"Bush Cubix Collection Bookcases  Fully Assembled","Furniture","Bookcases","729","49","6.67","4"
"Avery File Folder Labels","Office Supplies","Labels","113","49","43.05","44"
"Master Caster Door Stop  Brown","Furniture","Furnishings","177","49","27.93","38"
"Acco Hole Reinforcements  Economy","Office Supplies","Binders","584","49","8.35","106"
"Xerox 1928","Office Supplies","Paper","125","49","39.41","26"
"GlobeWeis Clasp Envelope  Recycled","Office Supplies","Envelopes","345","49","14.09","53"
"HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","Technology","Machines","450","48","10.67","4"
"GlobeWeis Business Envelopes  Security-Tint","Office Supplies","Envelopes","746","48","6.39","50"
"Iris Project Case","Office Supplies","Storage","225","48","21.28","30"
"Holmes Replacement Filter for HEPA Air Cleaner  Large Room","Office Supplies","Appliances","151","48","31.76","12"
"Xerox 1995","Office Supplies","Paper","122","48","39.15","22"
"Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book","Office Supplies","Paper","120","48","39.68","22"
"Eldon 400 Class Desk Accessories  Black Carbon","Furniture","Furnishings","159","48","29.89","22"
"Xerox 1971","Office Supplies","Paper","114","48","42.11","28"
"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","137","48","34.79","31"
"Wilson Jones Legal Size Ring Binders","Office Supplies","Binders","532","48","9.09","44"
"Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled","Office Supplies","Paper","107","47","44.21","25"
"Avery Round Labels  Alphabetical","Office Supplies","Labels","291","47","16.17","52"
"Xerox 219","Office Supplies","Paper","97","47","48.00","15"
"Harbour Creations File Folder Labels  Alphabetical","Office Supplies","Labels","318","47","14.89","50"
"Office Star - Task Chair with Contemporary Loop Arms","Furniture","Chairs","600","47","7.88","8"
"Xerox 228","Office Supplies","Paper","97","47","48.00","15"
"Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","Furniture","Furnishings","161","47","29.00","23"
"Xerox Blank Computer Paper","Office Supplies","Paper","100","47","47.00","5"
"Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  200 Sets per Book","Office Supplies","Paper","115","47","40.91","26"
"Logitech K350 2.4Ghz Wireless Keyboard","Technology","Accessories","1155","47","4.09","25"
"Stanley Highlighters  Blue","Office Supplies","Art","1206","47","3.92","104"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","Furniture","Furnishings","1432","46","3.24","14"
"Xerox 227","Office Supplies","Paper","121","46","38.49","22"
"Novimex Color Coded Labels  5000 Label Set","Office Supplies","Labels","588","46","7.85","62"
"Cardinal Slant-D Ring Binders","Office Supplies","Binders","120","46","38.41","17"
"Spigen Samsung Galaxy S5 Case Wallet","Technology","Phones","234","46","19.57","15"
"Grandstream GXP2100 Mainstream Business Phone","Technology","Phones","597","46","7.69","10"
"Smead Removable Labels  Laser Printer Compatible","Office Supplies","Labels","326","46","14.21","43"
"Cameo Peel and Seal  Set of 50","Office Supplies","Envelopes","1074","46","4.28","68"
"Griffin GC17055 Auxiliary Audio Cable","Technology","Phones","396","46","11.64","27"
"Eureka Recycled Copy Paper 8 1/2 x 11  Ream","Office Supplies","Paper","110","46","41.88","19"
"Xerox 201","Office Supplies","Paper","110","46","41.88","19"
"Harbour Creations Chairmat  Black","Furniture","Chairs","7840","46","0.59","158"
"Fiskars 8 Scissors  2/Pack","Office Supplies","Supplies","217","46","21.11","14"
"Konica Phone  Durable","Technology","Machines","1830","45","2.48","31"
"Tenex Personal Self-Stacking Standard File Box  Black/Gray","Office Supplies","Storage","230","45","19.49","15"
"Kleencut Ruler  Steel","Office Supplies","Supplies","558","45","8.00","57"
"Wirebound Message Books  2 7/8 x 5  3 Forms per Page","Office Supplies","Paper","108","45","41.49","17"
"Xerox Message Books  8.5 x 11","Office Supplies","Paper","1553","45","2.88","82"
"Xerox 1952","Office Supplies","Paper","98","45","45.92","20"
"Novimex Shipping Labels  Laser Printer Compatible","Office Supplies","Labels","527","45","8.64","68"
"Longer-Life Soft White Bulbs","Furniture","Furnishings","115","45","38.82","44"
"Eldon 200 Class Desk Accessories  Burgundy","Furniture","Furnishings","136","45","32.87","25"
"Accos Rubber Bands  Assorted Sizes","Office Supplies","Fasteners","502","45","9.02","54"
"Xerox 1987","Office Supplies","Paper","92","45","49.00","16"
"Wasp CCD Handheld Bar Code Reader","Technology","Machines","337","45","13.33","3"
"Staples","Office Supplies","Storage","273","45","16.42","33"
"Project Tote Personal File","Office Supplies","Storage","194","44","22.83","15"
"Global Stack Chair without Arms  Black","Furniture","Chairs","902","44","4.90","44"
"Avery Non-Stick Binders","Office Supplies","Binders","217","44","20.04","71"
"Tenex Stacking Tray  Durable","Furniture","Furnishings","632","44","6.90","36"
"Xerox 1970","Office Supplies","Paper","102","44","42.84","22"
"Xerox 21","Office Supplies","Paper","124","44","35.00","24"
"BIC Brite Liner Grip Highlighters  Assorted  5/Pack","Office Supplies","Art","119","44","36.82","29"
"Xerox 1900","Office Supplies","Paper","105","44","41.87","26"
"Rediform Wirebound Phone Memo Message Book  11 x 5-3/4","Office Supplies","Paper","110","44","39.79","17"
"Boston 1730 StandUp Electric Pencil Sharpener","Office Supplies","Art","171","44","26.00","8"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies","Appliances","666","44","6.57","25"
"Westinghouse Clip-On Gooseneck Lamps","Furniture","Furnishings","280","44","15.81","38"
"Xerox 1962","Office Supplies","Paper","110","44","39.84","28"
"Panasonic KX TS3282B Corded phone","Technology","Phones","590","44","7.50","9"
"Avery 495","Office Supplies","Labels","97","43","43.90","16"
"Enermax Parchment Paper  Premium","Office Supplies","Paper","1019","43","4.22","79"
"Advantus Push Pins  Aluminum Head","Office Supplies","Fasteners","139","43","31.00","24"
"Adams Phone Message Book  Professional  400 Message Capacity  5 3/6 x 11","Office Supplies","Paper","95","43","45.44","14"
"Eaton Parchment Paper  Premium","Office Supplies","Paper","608","43","7.11","56"
"Cuisinart Microwave  White","Office Supplies","Appliances","7666","43","0.56","32"
"Logitech G13 Programmable Gameboard with LCD Display","Technology","Accessories","1040","43","4.15","14"
"Avery 481","Office Supplies","Labels","91","43","47.30","30"
"Hon File Folder Labels  Adjustable","Office Supplies","Labels","255","43","16.69","53"
"Cisco SPA525G2 IP Phone - Wireless","Technology","Phones","427","43","10.09","26"
"Avery 478","Office Supplies","Labels","88","43","49.00","18"
"Kraft Clasp Envelope  with clear poly window","Office Supplies","Envelopes","996","43","4.27","111"
"Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","779","43","5.46","50"
"Avery Metallic Poly Binders","Office Supplies","Binders","136","43","31.98","31"
"Xerox 1949","Office Supplies","Paper","115","43","37.91","28"
"Stanley Bostitch Contemporary Electric Pencil Sharpeners","Office Supplies","Art","275","43","15.56","19"
"Dixon Prang Watercolor Pencils  10-Color Set with Brush","Office Supplies","Art","111","43","38.73","27"
"Master Big Foot Doorstop  Beige","Furniture","Furnishings","152","43","28.13","30"
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer  Copier  Scanner","Technology","Machines","1008","43","4.29","3"
"Linden 10 Round Wall Clock  Black","Furniture","Furnishings","254","42","16.51","21"
"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","Office Supplies","Appliances","244","42","17.05","10"
"Master Caster Door Stop  Large Neon Orange","Furniture","Furnishings","154","42","27.41","27"
"Hewlett Ink  High-Speed","Technology","Copiers","5102","42","0.83","42"
"Avery 480","Office Supplies","Labels","89","42","47.56","24"
"GBC Wire Binding Combs","Office Supplies","Binders","184","42","22.58","26"
"Hamilton Beach Coffee Grinder  White","Office Supplies","Appliances","876","42","4.85","33"
"Avery White Multi-Purpose Labels","Office Supplies","Labels","96","42","43.75","20"
"LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Technology","Phones","262","42","16.00","28"
"Avery Printable Repositionable Plastic Tabs","Office Supplies","Binders","115","42","36.72","16"
